90.476190,0.000000,100.000000,14.321314,98.387188,28.754430,92.554591,43.178722,76.410969,57.516484,45.708525,71.632127,25.590917,85.932765,0.000000,100.000000,1.000000
100.000000,0.000000,82.273580,13.938445,72.235782,28.490306,60.654417,42.969005,47.720470,57.372512,32.304295,71.621081,16.835259,85.860958,0.000000,100.000000,1.000000
100.000000,0.000000,47.826087,12.231620,47.826087,26.939089,43.674128,41.631058,40.060494,56.309176,26.726023,70.906798,13.898429,85.509853,0.000000,100.000000,1.000000
8.843170,56.944645,0.000000,95.247539,8.760254,100.000000,27.008203,80.000000,45.256152,60.000000,63.504102,40.000000,81.752051,20.000000,100.000000,0.000000,1.000000
100.000000,0.000000,64.876059,13.753832,47.650703,28.061682,42.511477,42.496541,34.782609,56.890056,30.179498,71.326579,16.670172,85.698798,0.000000,100.000000,1.000000
100.000000,0.000000,67.997976,14.180399,52.392078,28.494957,27.106485,42.770818,8.272929,57.067777,0.000000,71.379673,0.000000,85.713080,10.000000,100.000000,1.000000
24.157898,16.483516,59.447124,0.000000,67.534234,40.379231,34.770659,74.111327,0.000000,97.183092,27.317307,100.000000,63.723900,100.000000,100.000000,98.351648,1.000000
0.000000,12.033195,39.968816,1.519665,81.024501,0.000000,100.000000,14.268910,65.583171,31.059982,73.532711,73.455386,36.168326,95.492487,0.630470,100.000000,1.000000
26.422730,0.000000,59.843245,3.802140,60.446769,42.989919,31.407961,76.093455,0.000000,100.000000,32.430072,96.888879,66.221037,95.556164,100.000000,94.146741,1.000000
100.000000,0.000000,75.067523,13.825405,53.974107,27.879761,36.379659,42.100313,26.760382,56.568301,15.686983,71.007232,8.585079,85.530905,0.000000,100.000000,1.000000
2.088288,0.000000,35.443532,1.952170,54.431095,24.460618,25.728693,65.001375,0.000000,91.809280,33.286041,95.955360,66.657922,98.191067,100.000000,100.000000,1.000000
57.794699,0.000000,100.000000,6.116929,76.261762,33.203214,36.829340,41.451987,75.890882,63.052922,86.358675,91.577419,42.688755,100.000000,0.000000,99.810158,1.000000
34.544784,0.000000,0.000000,41.718611,7.432822,58.265098,67.688482,63.603638,100.000000,50.457413,77.878888,0.374799,54.322076,48.616193,37.461578,100.000000,1.000000
21.794856,0.000000,21.492667,47.775869,40.927956,76.923146,5.823776,100.000000,0.000000,65.884253,23.175220,16.149395,61.374345,21.463415,100.000000,22.439024,1.000000
14.427293,51.702997,0.000000,83.049170,14.346533,100.000000,5.479931,76.889516,29.109949,57.667137,52.739966,38.444758,76.369983,19.222379,100.000000,0.000000,1.000000
0.000000,4.255319,37.384217,1.451677,74.892375,0.000000,100.000000,7.150471,81.955423,33.735037,59.158403,57.826841,34.435427,80.650011,8.570056,100.000000,1.000000
97.601976,3.377751,39.295507,24.337252,61.254312,62.841000,100.000000,100.000000,37.712339,98.312474,0.000000,67.409096,70.763502,37.205365,88.325947,0.000000,1.000000
0.000000,62.472692,17.888832,42.262496,4.097414,63.181245,5.825243,100.000000,25.843142,83.581743,50.562095,55.721162,75.281047,27.860581,100.000000,0.000000,1.000000
100.000000,0.000000,100.000000,14.704945,82.369414,28.859813,65.080730,43.065333,46.440350,57.186557,30.823626,71.483427,16.001467,85.822725,0.000000,100.000000,1.000000
0.000000,0.000000,30.620310,14.164659,58.945812,36.173601,45.007122,69.746070,14.366464,83.708120,36.039980,90.053145,67.873069,97.275396,100.000000,100.000000,1.000000
0.000000,0.000000,62.272546,3.201581,91.066347,17.702648,30.612809,32.674904,24.946683,46.489851,82.915921,66.289772,100.000000,95.777089,37.111289,100.000000,1.000000
43.229034,0.000000,0.000000,31.881169,13.188957,39.147287,80.675842,38.759690,100.000000,25.978559,61.593095,18.131769,45.567531,59.028180,31.427741,100.000000,1.000000
7.495647,0.000000,8.948941,48.020681,42.772731,76.749727,7.510726,100.000000,0.000000,69.488161,19.887860,25.808626,59.898283,33.325782,100.000000,28.318033,1.000000
81.130227,0.000000,39.544966,30.141648,9.784889,67.659518,35.183711,99.616498,90.805448,100.000000,100.000000,63.594587,51.478762,42.213482,0.000000,45.189209,1.000000
11.381008,0.000000,55.224819,6.486872,100.000000,11.509676,90.422183,28.163252,68.549044,46.434091,44.215901,64.072457,21.853067,82.217041,0.000000,100.000000,1.000000
7.917555,43.788820,6.074564,74.255693,4.901453,100.000000,0.000000,75.843342,23.435113,53.529376,43.209215,32.917435,71.604608,16.458718,100.000000,0.000000,1.000000
0.000000,71.600962,36.941741,58.157883,22.879916,55.378233,15.671642,96.111333,28.045237,100.000000,52.030158,66.666667,76.015079,33.333333,100.000000,0.000000,1.000000
